brand,model,trans.,fuel,millage,disp.,year
Toyota,Vellfire,Automatic,Petrol,100000,2400,2014
Volkswagen,Golf,Automatic,Petrol,123000,1200,2013
Toyota,Harrier,Automatic,Petrol,43000,2000,2014
Subaru,Legacy,Automatic,Petrol,69000,2000,2014
Mercedes-benz,Cla-class,Automatic,Petrol,54000,1600,2013
Mazda,Premacy,Automatic,Petrol,93108,2000,2013
Mercedes-benz,C200,Automatic,Petrol,59253,2000,2013
Subaru,Forester,Automatic,Petrol,70000,2500,2013
Toyota,Noah,Automatic,Petrol,65000,2000,2009
Nissan,Skyline,Automatic,Petrol,70732,2500,2011
Subaru,Outback,Automatic,Petrol,72000,2500,2014
Nissan,X-trail,Automatic,Petrol,91000,2000,2013
Suzuki,Swift,Manual,Petrol,88000,1600,2012
Toyota,Probox,Automatic,Petrol,147000,1500,2015
Suzuki,Alto,Automatic,Diesel,88750,650,2013
Toyota,Vitz,Automatic,Petrol,70000,1300,2014
Toyota,Succeed,Automatic,Petrol,135000,1490,2015
Toyota,Vitz,Automatic,Petrol,88000,1320,2013
Volkswagen,Up,Automatic,Petrol,30000,1000,2014
Toyota,Noah,Automatic,Petrol,182400,2000,2003
Subaru,Forester,Automatic,Petrol,73000,2000,2014
Nissan,Note,Automatic,Petrol,61910,1200,2013
Toyota,Succeed,Automatic,Petrol,130000,1500,2014
Bmw,X1,Automatic,Petrol,50000,2000,2014
Volkswagen,Touran,Automatic,Petrol,71000,1400,2013
Toyota,Fielder,Automatic,Petrol,123456,1800,2003
Toyota,Rav4,Automatic,Petrol,80000,2400,2009
Volkswagen,Tiguan,Automatic,Petrol,89000,1400,2013
Toyota,Passo,Automatic,Petrol,87000,998,2013
Subaru,Forester,Automatic,Petrol,74000,2000,2014
Mitsubishi,Canter,Manual,Diesel,272239,2970,2009
Mazda,Cx-5,Automatic,Diesel,51400,1990,2014
Mercedes-benz,C200,Automatic,Petrol,88463,2000,2013
Toyota,Fielder,Automatic,Petrol,156000,1500,2003
Mitsubishi,Rvr,Automatic,Petrol,103000,1790,2014
Toyota,Mark x,Automatic,Petrol,92000,2500,2012
Toyota,Hilux,Automatic,Diesel,114000,3000,2013
Subaru,Forester,Automatic,Petrol,68000,2000,2014
Mazda,Cx-5,Automatic,Petrol,36000,2500,2014
Toyota,Toyoace,Automatic,Diesel,130000,2980,2014
Subaru,Impreza,Automatic,Petrol,147755,1600,2005
Subaru,Outback,Automatic,Petrol,112000,2500,2005
Toyota,Corolla,Automatic,Petrol,145389,1500,2006
Mazda,Axela,Automatic,Petrol,58000,2000,2014
Toyota,Axio,Automatic,Petrol,87700,1500,2013
Toyota,Rush,Automatic,Petrol,111000,1490,2014
Volkswagen,Sharan,Automatic,Petrol,127287,1400,2014
Toyota,Hilux,Manual,Diesel,90000,2494,2013
Mercedes-benz,C200,Automatic,Petrol,66000,1800,2012
Land rover,Defender,Manual,Diesel,80435,2500,2008
Toyota,Auris,Automatic,Petrol,120591,1500,2008
Nissan,Tiida,Automatic,Petrol,32000,1200,2014
Nissan,Note,Automatic,Petrol,64000,1200,2013
Toyota,Hilux,Manual,Diesel,93000,3000,2012
Land rover,Discovery-iv,Automatic,Diesel,99000,3000,2010
Toyota,Rush,Automatic,Petrol,47000,1500,2014
Subaru,Outback,Automatic,Petrol,162000,2500,2005
Bmw,X3,Automatic,Petrol,43000,2000,2014
Mercedes-benz,C200,Automatic,Petrol,117421,1790,2007
Bmw,X1,Automatic,Petrol,98000,2000,2013
Toyota,Vellfire,Automatic,Petrol,65000,2400,2013
Toyota,Vitz,Automatic,Petrol,44000,1300,2014
Toyota,Hiace,Automatic,Petrol,129000,2000,2014
Mazda,Demio,Automatic,Petrol,64000,1300,2013
Nissan,Note,Automatic,Petrol,159324,1200,2013
Toyota,Land cruiser prado,Automatic,Petrol,155000,2700,2009
Toyota,Sienta,Automatic,Petrol,46000,1500,2014
Toyota,Axio,Automatic,Petrol,40000,1500,2013
Toyota,Vitz,Automatic,Petrol,116000,1300,2013
Toyota,Probox,Automatic,Petrol,57000,1300,2011
Toyota,Auris,Automatic,Petrol,41000,1500,2014
Nissan,Note,Automatic,Petrol,70000,1200,2013
Subaru,Impreza,Automatic,Petrol,70000,2000,2013
Subaru,Legacy,Automatic,Petrol,80000,2000,2013
Mercedes-benz,B180,Automatic,Petrol,65000,1600,2014
Mercedes-benz,E240,Automatic,Petrol,174000,1800,2003
Mitsubishi,Galant,Automatic,Petrol,82000,1800,2013
Mercedes-benz,B180,Automatic,Petrol,40000,1600,2014
Nissan,Note,Automatic,Petrol,68000,1200,2014
Suzuki,Alto,Automatic,Petrol,93000,660,2014
Nissan,Note,Automatic,Petrol,100000,1200,2013
Toyota,Fielder,Automatic,Petrol,67000,1500,2015
Toyota,Vitz,Automatic,Petrol,102000,1300,2014
Honda,Fit,Automatic,Petrol,96000,1300,2012
Toyota,Harrier,Automatic,Petrol,34000,2000,2014
Mercedes-benz,C180,Automatic,Petrol,75000,1800,2013
Subaru,Impreza,Automatic,Petrol,97000,2500,2010
Volkswagen,Tiguan,Automatic,Petrol,128880,2000,2015
Toyota,Vanguard,Automatic,Petrol,101745,2400,2009
Toyota,Axio,Automatic,Petrol,114415,1500,2008
Toyota,Crown,Automatic,Petrol,78000,2500,2012
Suzuki,Swift,Automatic,Petrol,98000,1240,2014
Volkswagen,Passat,Automatic,Petrol,123000,1796,2011
Toyota,Hilux,Manual,Diesel,66000,2494,2013
Toyota,Rav4,Automatic,Petrol,144567,2400,2006
Toyota,Land cruiser prado,Automatic,Diesel,108000,3000,2006
Mitsubishi,Rvr,Automatic,Petrol,90000,1800,2012
Honda,Fit,Automatic,Petrol,95779,1300,2014
Toyota,Wish,Automatic,Petrol,45000,1800,2013
Toyota,Townace,Automatic,Petrol,96000,1500,2014
Toyota,Hilux,Automatic,Petrol,58550,2500,2013
Subaru,Outback,Automatic,Petrol,97051,2500,2013
Nissan,Note,Automatic,Petrol,45000,1200,2014
Bmw,528i,Automatic,Petrol,57000,2000,2012
Nissan,Teana,Automatic,Petrol,73000,2490,2014
Mitsubishi,Galant,Automatic,Petrol,131000,1800,2013
Toyota,Succeed,Automatic,Petrol,20000,1500,2014
Nissan,Latio,Automatic,Petrol,85000,1200,2013
Volkswagen,Touareg,Automatic,Diesel,145211,3000,2011
Toyota,Hilux,Manual,Diesel,50000,2494,2013
Nissan,Dualis,Automatic,Petrol,106000,2000,2011
Toyota,Hilux,Manual,Diesel,52000,2494,2013
Mercedes-benz,C200,Automatic,Petrol,40000,1800,2014
Mazda,Demio,Automatic,Petrol,74000,1300,2013
Mercedes-benz,C200,Automatic,Petrol,50000,1800,2013
Toyota,Voxy,Automatic,Petrol,155597,1980,2009
Toyota,Land cruiser prado,Automatic,Diesel,97000,2800,2015
Subaru,Xv,Automatic,Petrol,50000,2000,2013
Toyota,Hiace,Automatic,Diesel,150000,3000,2010
Toyota,Ractis,Automatic,Petrol,112000,1300,2010
Mazda,Premacy,Automatic,Petrol,123456,2000,2008
Toyota,Alphard,Automatic,Petrol,93000,2400,2012
Toyota,Land cruiser,Automatic,Diesel,120800,3000,2006
Nissan,March,Automatic,Petrol,66000,1200,2013
Volkswagen,Amarok,Automatic,Diesel,81000,2000,2013
Subaru,Impreza,Automatic,Petrol,40000,1600,2014
Toyota,Fielder,Automatic,Petrol,64000,1500,2014
Mercedes-benz,C180,Automatic,Petrol,11317,1800,2014
Subaru,Forester,Automatic,Petrol,110001,2000,2014
Honda,Cr-v,Automatic,Petrol,112130,2400,2014
Nissan,Caravan,Automatic,Petrol,170000,2000,2014
Bmw,X3,Automatic,Petrol,56000,2000,2015
Toyota,Fielder,Automatic,Petrol,81000,1500,2014
Subaru,Outback,Automatic,Petrol,130000,2490,2011
Toyota,Land cruiser,Automatic,Diesel,145000,3000,2006
Nissan,X-trail,Automatic,Petrol,170000,1990,2007
Nissan,Note,Automatic,Petrol,64000,1200,2013
Toyota,Vanguard,Automatic,Petrol,131000,2400,2009
Nissan,Note,Automatic,Petrol,63000,1200,2013
Nissan,Note,Automatic,Petrol,62000,1200,2013
Honda,Stream,Automatic,Petrol,122000,1800,2012
Mazda,Cx-5,Automatic,Diesel,99000,2200,2012
Subaru,Outback,Automatic,Petrol,110000,2500,2009
Toyota,Axio,Automatic,Petrol,32242,1300,2013
Toyota,Hilux,Manual,Petrol,80000,2500,2013
Nissan,March,Automatic,Petrol,55000,1200,2013
Land rover,Defender,Manual,Diesel,123456,2500,1995
Toyota,Dyna,Manual,Diesel,125000,3000,2014
Honda,Fit,Automatic,Petrol,91000,1300,2012
Toyota,Land cruiser prado,Automatic,Petrol,113457,2700,2013
Toyota,Land cruiser prado,Automatic,Petrol,219246,2690,2005
Volkswagen,Tiguan,Automatic,Petrol,67000,1400,2013
Volkswagen,Tiguan,Automatic,Petrol,38000,1400,2013
Mercedes-benz,C200,Automatic,Petrol,52000,1800,2014
Subaru,Legacy,Automatic,Petrol,74211,2000,2012
Mitsubishi,Pajero,Automatic,Petrol,22000,3000,2013
Nissan,Lafesta,Automatic,Petrol,80000,660,2014
Mercedes-benz,C200,Automatic,Petrol,89000,1800,2008
Toyota,Hilux,Manual,Diesel,40000,2393,2017
Toyota,Noah,Automatic,Petrol,178733,1800,2012
Land rover,Defender-110,Manual,Diesel,156000,3000,1998
Toyota,Vitz,Automatic,Petrol,120000,1300,2012
Volkswagen,Golf,Automatic,Petrol,130000,1600,2007
Toyota,Land cruiser,Automatic,Petrol,58000,2700,2012
Toyota,Land cruiser prado,Automatic,Petrol,63000,2700,2009
Mercedes-benz,C200,Automatic,Petrol,105000,1800,2007
Toyota,Allion,Automatic,Petrol,67000,1800,2012
Mercedes-benz,C180,Automatic,Petrol,58504,1800,2012
Toyota,Mark x,Automatic,Petrol,66000,2500,2012
Toyota,Fielder,Automatic,Petrol,130000,1500,2010
Volkswagen,Golf,Automatic,Petrol,60000,1000,2013
Volkswagen,Touareg,Automatic,Petrol,150000,3600,2008
Subaru,Impreza,Automatic,Petrol,122964,1500,2006
Mitsubishi,Delica,Automatic,Petrol,118000,1200,2013
Mazda,Cx-5,Automatic,Diesel,69700,2200,2013
Volkswagen,Golf,Automatic,Petrol,46000,1200,2013
Toyota,Premio,Automatic,Petrol,166000,1790,2004
Toyota,Fielder,Automatic,Petrol,173620,1500,2004
Nissan,X-trail,Automatic,Petrol,140000,2000,2002
Mitsubishi,Pajero,Manual,Petrol,178000,1950,1992
Land rover,Defender,Manual,Diesel,150000,2500,1995
Toyota,Premio,Automatic,Petrol,151000,1500,2008
Toyota,Crown,Automatic,Petrol,47283,2500,2012
Toyota,Land cruiser,Automatic,Petrol,120003,2700,2007
Toyota,Mark x,Automatic,Petrol,141000,2500,2005
Land rover,Defender-110,Manual,Diesel,181166,2500,1987
Bmw,328i,Automatic,Petrol,95000,2000,2012
Toyota,Harrier,Automatic,Petrol,57826,2000,2015
Nissan,X-trail,Automatic,Petrol,90000,2000,2014
Subaru,Forester,Automatic,Petrol,134000,2000,2014
Suzuki,Sx,Automatic,Petrol,102482,1500,2013
Nissan,X-trail,Automatic,Petrol,74000,2000,2014
Bmw,X5,Automatic,Petrol,114000,3000,2011
Subaru,Forester,Automatic,Petrol,134000,2000,2014
Nissan,X-trail,Automatic,Petrol,84000,2000,2014
Toyota,Porte,Automatic,Petrol,192000,1300,2011
Bmw,X3,Automatic,Petrol,94000,2000,2013
Nissan,X-trail,Automatic,Petrol,110000,1990,2014
Toyota,Bb,Automatic,Petrol,79000,1300,2012
Mitsubishi,Outlander,Automatic,Petrol,98000,2000,2010
Subaru,Forester,Automatic,Petrol,71000,2000,2014
Subaru,Forester,Automatic,Petrol,103000,2000,2013
Nissan,Murano,Automatic,Petrol,117000,2480,2013
Land rover,Discovery,Automatic,Diesel,253000,3000,2009
Bmw,X5,Automatic,Diesel,36000,3000,2010
Mazda,Verisa,Automatic,Petrol,109000,1500,2010
Bmw,X3,Automatic,Petrol,71000,2000,2014
Honda,Cr-v,Automatic,Petrol,95000,2350,2014
Toyota,Harrier,Automatic,Petrol,88000,2000,2014
Nissan,Dualis,Automatic,Petrol,89000,1990,2013
Subaru,Forester,Automatic,Petrol,103000,2000,2013
Toyota,Auris,Automatic,Petrol,88000,1490,2014
Nissan,Juke,Automatic,Petrol,105715,1500,2013
Subaru,Outback,Automatic,Petrol,95000,1800,2013
Subaru,Forester,Automatic,Petrol,79000,1990,2013
Mazda,Cx-5,Automatic,Diesel,87599,2200,2013
Toyota,Isis,Automatic,Petrol,110000,1800,2013
Toyota,Allion,Automatic,Petrol,89000,1800,2014
Toyota,Probox,Automatic,Petrol,120086,1500,2015
Toyota,Mark x,Automatic,Diesel,51000,3200,2014
Toyota,Noah,Automatic,Petrol,141758,2000,2009
Bmw,523i,Automatic,Petrol,69000,2499,2007
Toyota,Surf,Automatic,Petrol,102000,2700,2007
Nissan,X-trail,Automatic,Petrol,125000,2000,2014
Mazda,Cx-5,Automatic,Diesel,131000,2100,2013
Subaru,Outback,Automatic,Petrol,56980,2500,2014
Honda,Cr-v,Automatic,Petrol,89000,2400,2012
Volkswagen,Jetta,Automatic,Petrol,54000,1400,2012
Nissan,Juke,Automatic,Petrol,100000,1500,2013
Mazda,Cx-5,Automatic,Petrol,79000,2000,2013
Volkswagen,Tiguan,Automatic,Petrol,92000,1990,2013
Subaru,Forester,Automatic,Petrol,117000,2000,2013
Nissan,X-trail,Automatic,Petrol,76000,2000,2013
Volkswagen,Golf,Automatic,Petrol,128462,1400,2013
Land rover,Defender-110,Manual,Diesel,103456,3000,2007
Toyota,Probox,Automatic,Petrol,120000,1500,2014
Mazda,Premacy,Automatic,Petrol,85988,2000,2008
Mitsubishi,L200,Automatic,Diesel,122800,2500,2008
Nissan,Juke,Automatic,Petrol,90000,1500,2013
Subaru,Legacy,Automatic,Petrol,81000,2000,2014
Mazda,Cx-5,Automatic,Petrol,104000,2000,2013
Mazda,Axela,Automatic,Petrol,103729,2000,2013
Nissan,Juke,Automatic,Petrol,86000,1500,2010
Toyota,Vanguard,Automatic,Petrol,83525,2400,2013
Honda,Stream,Automatic,Petrol,132000,1800,2008
Toyota,Vitz,Automatic,Petrol,92000,1300,2013
Mazda,Cx-5,Automatic,Diesel,104000,2200,2013
Subaru,Legacy,Automatic,Petrol,90000,2000,2013
Mazda,Demio,Automatic,Petrol,103000,1300,2013
Subaru,Outback,Automatic,Petrol,82000,2500,2015
Volkswagen,Golf,Automatic,Petrol,98369,1200,2013
Subaru,Impreza,Automatic,Petrol,76000,2000,2013
Mazda,Verisa,Automatic,Petrol,101000,1500,2013
Subaru,Impreza,Automatic,Petrol,95000,2000,2013
Nissan,March,Automatic,Petrol,92000,1190,2013
Subaru,Outback,Automatic,Petrol,81000,2500,2015
Bmw,X3,Automatic,Petrol,72000,3000,2013
Mazda,Verisa,Automatic,Petrol,117000,1500,2013
Toyota,Succeed,Automatic,Petrol,134000,1490,2015
Toyota,Spade,Automatic,Petrol,127000,1500,2013
Toyota,Rav4,Automatic,Petrol,63000,2000,2013
Mazda,Cx-5,Automatic,Diesel,73000,2000,2014
Subaru,Impreza,Automatic,Petrol,74000,2000,2013
Nissan,Note,Automatic,Petrol,127589,1200,2013
Toyota,Harrier,Automatic,Petrol,64000,2000,2014
Mazda,Cx-5,Automatic,Diesel,101000,2200,2013
Mazda,Cx-5,Automatic,Diesel,111000,2200,2013
Honda,Cr-v,Automatic,Petrol,65000,2350,2013
Mazda,Verisa,Automatic,Petrol,64000,1500,2013
Volkswagen,Golf,Automatic,Petrol,96106,1400,2012
Nissan,X-trail,Automatic,Petrol,40000,2000,2014
Mercedes-benz,B180,Automatic,Petrol,88400,1800,2013
Subaru,Forester,Automatic,Petrol,39000,2000,2014
Mercedes-benz,E200,Automatic,Petrol,46900,2000,2014
Subaru,Outback,Automatic,Petrol,91000,2500,2013
Subaru,Outback,Automatic,Petrol,60000,2500,2015
Volkswagen,Golf,Automatic,Petrol,116568,1400,2013
Toyota,Auris,Automatic,Petrol,52206,1800,2013
Honda,Cr-v,Automatic,Petrol,85000,2000,2013
Mercedes-benz,C200,Automatic,Petrol,60000,3200,2013
Nissan,Elgrand,Automatic,Petrol,113640,2200,2011
Volkswagen,Polo,Manual,Petrol,96616,1400,2011
Volkswagen,Touran,Automatic,Petrol,100000,2000,2006
Volkswagen,Golf,Automatic,Petrol,96000,1400,2012
Toyota,Hiace,Automatic,Diesel,100000,3000,2013
Mazda,Cx-5,Automatic,Diesel,85000,2200,2013
Mitsubishi,Outlander,Automatic,Petrol,88000,2400,2014
Subaru,Legacy,Automatic,Petrol,88000,2000,2013
Subaru,Legacy,Automatic,Petrol,78006,2500,2013
Nissan,Dualis,Automatic,Petrol,86978,2000,2013
Nissan,X-trail,Automatic,Petrol,108000,2000,2013
Toyota,Probox,Automatic,Petrol,107000,1300,2014
Toyota,Succeed,Automatic,Petrol,76000,1500,2013
Volkswagen,Tiguan,Automatic,Petrol,56086,1400,2014
Land rover,Discovery-iii,Automatic,Diesel,129005,2700,2008
Toyota,Axio,Automatic,Petrol,202000,1500,2005
Mazda,Cx-5,Automatic,Petrol,55000,2000,2013
Honda,Fit,Automatic,Petrol,104000,1310,2013
Mazda,Verisa,Automatic,Petrol,64000,1490,2013
Subaru,Forester,Automatic,Petrol,81244,2000,2013
Toyota,Rush,Automatic,Petrol,117489,1490,2013
Toyota,Hilux,Manual,Diesel,107000,3000,2013
Toyota,Voxy,Automatic,Petrol,101227,2000,2013
Subaru,Forester,Automatic,Petrol,100000,2200,2013
Nissan,Advan,Automatic,Petrol,78000,1500,2013
Volkswagen,Touareg,Automatic,Diesel,157800,3000,2006
Toyota,Vanguard,Automatic,Petrol,117646,2400,2012
Subaru,Impreza,Automatic,Petrol,74000,2000,2013
Toyota,Rav4,Automatic,Diesel,88000,2000,2013
Toyota,Allion,Automatic,Petrol,36000,1500,2014
Volkswagen,Golf,Automatic,Petrol,79000,1400,2013
Subaru,Forester,Automatic,Petrol,103000,2000,2014
Mazda,Cx-5,Automatic,Diesel,110000,2200,2013
Nissan,Sylphy,Automatic,Petrol,75506,1800,2013
Toyota,Axio,Automatic,Petrol,60000,1800,2014
Subaru,Impreza,Automatic,Petrol,105526,1600,2014
Subaru,Forester,Automatic,Petrol,83716,2000,2013
Toyota,Spade,Automatic,Petrol,79154,1500,2013
Toyota,Isis,Automatic,Petrol,77000,1800,2014
Toyota,Sienta,Automatic,Petrol,100000,1500,2013
Mercedes-benz,E250,Automatic,Petrol,95000,2000,2013
Toyota,Fielder,Automatic,Petrol,120000,1500,2013
Toyota,Ractis,Automatic,Petrol,112000,1500,2013
Toyota,Allion,Automatic,Petrol,60851,1790,2014
Mitsubishi,Galant,Automatic,Petrol,89000,1800,2013
Volkswagen,Jetta,Automatic,Petrol,59215,1400,2013
Toyota,Hilux,Automatic,Diesel,71000,3000,2013
Honda,Cr-v,Automatic,Petrol,70000,1990,2014
Toyota,Vitz,Automatic,Petrol,74429,1300,2013
Mazda,Axela,Automatic,Petrol,100524,1500,2014
Toyota,Rav4,Automatic,Petrol,54000,2000,2014
Volkswagen,Tiguan,Automatic,Petrol,56000,1400,2014
Toyota,Camry,Automatic,Petrol,46015,2000,2013
Mazda,Demio,Automatic,Petrol,103000,1330,2012
Toyota,Rav4,Automatic,Diesel,53000,2000,2013
Toyota,Auris,Automatic,Petrol,41000,1500,2014
Mazda,Verisa,Automatic,Petrol,33000,1500,2014
Subaru,Xv,Automatic,Petrol,75000,2000,2013
Honda,Cr-v,Automatic,Petrol,117195,2400,2012
Toyota,Vitz,Automatic,Petrol,86764,1300,2013
Subaru,Outback,Automatic,Petrol,120000,2500,2008
Volkswagen,Golf,Automatic,Petrol,110123,1400,2013
Bmw,X3,Automatic,Petrol,76000,1990,2013
Nissan,Note,Automatic,Petrol,129451,1190,2013
Nissan,Note,Automatic,Petrol,87951,1200,2013
Honda,Fit,Automatic,Petrol,107494,1300,2013
Toyota,Hilux,Manual,Diesel,89500,3000,2012
Mazda,Cx-5,Automatic,Petrol,72000,2000,2013
Mercedes-benz,E200,Automatic,Petrol,53000,1800,2013
Toyota,Harrier,Automatic,Petrol,55000,2000,2013
Suzuki,Alto,Automatic,Petrol,89000,990,2013
Toyota,Rav4,Automatic,Petrol,177770,2000,2010
Mitsubishi,Pajero,Automatic,Petrol,150078,2000,1985
Mercedes-benz,C180,Automatic,Petrol,101000,1800,2013
Mitsubishi,Rvr,Automatic,Petrol,10000,1800,2014
Nissan,Note,Automatic,Petrol,88000,1200,2014
Nissan,March,Automatic,Petrol,71000,1190,2013
Mazda,Cx-5,Automatic,Petrol,83000,2000,2013
Subaru,Legacy,Automatic,Petrol,88546,2000,2013
Toyota,Ractis,Automatic,Petrol,65903,1500,2010
Suzuki,Escudo,Automatic,Petrol,64850,2400,2013
Toyota,Auris,Automatic,Petrol,47551,1500,2013
Toyota,Vanguard,Automatic,Petrol,33446,2400,2013
Toyota,Rav4,Automatic,Petrol,50000,2400,2012
Toyota,Vitz,Automatic,Petrol,76000,1300,2013
Nissan,Note,Automatic,Petrol,77000,1200,2013
Toyota,Vitz,Automatic,Petrol,57000,1300,2013
Toyota,Premio,Automatic,Petrol,33080,1490,2014
Subaru,Forester,Automatic,Petrol,49000,2000,2013
Volkswagen,Touran,Automatic,Petrol,71000,1400,2013
Honda,Stream,Automatic,Petrol,122000,1800,2012
Toyota,Sienta,Automatic,Petrol,40000,1450,2014
Toyota,Fielder,Automatic,Petrol,50000,1500,2015
Honda,Stepwagon,Automatic,Petrol,108000,1990,2013
Volkswagen,Golf,Automatic,Petrol,64000,1200,2013
Toyota,Premio,Automatic,Petrol,110000,1500,2013
Toyota,Hilux,Automatic,Diesel,62800,2982,2014
Subaru,Forester,Automatic,Petrol,82000,1990,2013
Toyota,Vitz,Automatic,Petrol,78000,1300,2006
Toyota,Fielder,Automatic,Petrol,70000,1500,2013
Mazda,Biante,Automatic,Petrol,125000,2000,2013
Subaru,Forester,Automatic,Petrol,51000,2000,2013
Toyota,Axio,Automatic,Petrol,55000,1500,2013
Mitsubishi,Mirage,Automatic,Petrol,83000,990,2013
Toyota,Noah,Automatic,Petrol,39000,2000,2013
Toyota,Premio,Automatic,Petrol,80000,1800,2015
Nissan,Juke,Automatic,Petrol,41000,1500,2013
Toyota,Hilux,Automatic,Diesel,99000,3000,2014
Toyota,Hilux,Automatic,Diesel,60000,3000,2013
Mazda,Bongo,Automatic,Petrol,99000,1780,2013
Mitsubishi,Rvr,Automatic,Petrol,63000,1800,2014
Nissan,Nv200,Automatic,Petrol,100000,2000,2013
Suzuki,Swift,Automatic,Petrol,97000,1240,2014
Honda,Fit,Automatic,Petrol,127000,1200,2013
Toyota,Vitz,Automatic,Petrol,72000,1300,2013
Nissan,X-trail,Automatic,Petrol,170000,1990,2013
Toyota,Fielder,Automatic,Petrol,63600,1500,2014
Mitsubishi,Rvr,Automatic,Petrol,49000,1800,2014
Mazda,Demio,Automatic,Petrol,83000,1300,2013
Nissan,Elgrand,Automatic,Petrol,103581,2500,2012
Toyota,Hilux,Automatic,Diesel,65000,3000,2013
Mitsubishi,Galant,Automatic,Petrol,73611,2000,2013
Nissan,Note,Automatic,Petrol,98000,1200,2013
Toyota,Alphard,Automatic,Petrol,131000,2399,2006
Toyota,Axio,Automatic,Petrol,56000,1500,2013
Toyota,Hiace,Automatic,Diesel,60341,3000,2013
Mercedes-benz,E200,Automatic,Petrol,54000,1800,2013
Nissan,Note,Automatic,Petrol,88000,1200,2013
Honda,Insight,Automatic,Petrol,90000,1500,2013
Toyota,Harrier,Automatic,Petrol,98000,2400,2010
Mazda,Demio,Automatic,Petrol,35000,1300,2013
Subaru,Xv,Automatic,Petrol,85000,2000,2013
Nissan,Note,Automatic,Petrol,101000,1200,2013
Bmw,X3,Automatic,Petrol,76000,1990,2013
Mitsubishi,Canter,Manual,Diesel,120000,3000,2013
Subaru,Impreza,Automatic,Petrol,87000,1600,2013
Toyota,Fortuner,Automatic,Diesel,65000,3000,2012
Toyota,Fielder,Automatic,Petrol,123000,1500,2007
Subaru,Legacy,Automatic,Petrol,119000,2000,2013
Mitsubishi,Rvr,Automatic,Petrol,52000,1800,2013
Toyota,Passo,Automatic,Petrol,53000,1000,2013
Toyota,Rav4,Automatic,Petrol,144567,2400,2006
Toyota,Rav4,Automatic,Petrol,93000,2400,2012
Honda,Cr-v,Automatic,Petrol,112000,2000,2013
Toyota,Axio,Automatic,Petrol,87700,1500,2013
Toyota,Dyna,Manual,Diesel,179296,3000,2013
Honda,Insight,Automatic,Petrol,41000,1300,2013
Toyota,Axio,Automatic,Petrol,89992,1500,2013
Nissan,March,Automatic,Petrol,72000,1190,2013
Nissan,Elgrand,Automatic,Petrol,141994,2480,2013
Toyota,Axio,Automatic,Petrol,92507,1300,2013
Toyota,Hilux,Automatic,Diesel,69000,3000,2013
Toyota,Succeed,Automatic,Petrol,100000,1500,2014
Subaru,Forester,Automatic,Petrol,72000,2000,2013
Mazda,Demio,Automatic,Petrol,76000,1300,2011
Bmw,X5,Automatic,Petrol,125000,3000,2003
Nissan,Note,Automatic,Petrol,135000,1200,2013
Toyota,Auris,Automatic,Petrol,83000,1500,2013
Volkswagen,Polo,Automatic,Petrol,74000,1200,2013
Toyota,Auris,Automatic,Petrol,64000,1490,2013
Mitsubishi,Outlander,Automatic,Petrol,68000,2000,2012
Mazda,Demio,Automatic,Petrol,35600,1300,2013
Toyota,Allion,Automatic,Petrol,200000,1500,2004
Nissan,Wingroad,Automatic,Petrol,76000,1500,2013
Mazda,Axela,Automatic,Petrol,103000,2000,2013
Subaru,Forester,Automatic,Petrol,101000,1990,2013
Mitsubishi,Mirage,Automatic,Petrol,87000,1000,2013
Nissan,Note,Automatic,Petrol,96000,1200,2013
Volkswagen,Tiguan,Automatic,Petrol,25223,2000,2013
Mazda,Demio,Automatic,Petrol,56000,1300,2013
Toyota,Belta,Automatic,Petrol,104000,1290,2012
Mazda,Bongo,Automatic,Petrol,107000,1790,2013
Mercedes-benz,E250,Automatic,Petrol,29000,1800,2012
Volkswagen,Tiguan,Automatic,Petrol,60000,1480,2013
Nissan,Advan,Automatic,Petrol,73000,1500,2012
Toyota,Noah,Automatic,Petrol,86000,2000,2013
Nissan,Note,Automatic,Petrol,92000,1190,2012
Toyota,Axio,Automatic,Petrol,113000,1500,2013
Toyota,Fortuner,Automatic,Diesel,70187,3000,2013
Nissan,March,Automatic,Petrol,67792,1200,2013
Subaru,Outback,Automatic,Petrol,76000,2500,2014
Mazda,Cx-5,Automatic,Diesel,140000,2200,2013
Toyota,Hilux,Automatic,Diesel,57000,3000,2013
Toyota,Probox,Automatic,Petrol,147853,1500,2015
Toyota,Land cruiser prado,Automatic,Diesel,76739,3000,2010
Toyota,Rav4,Automatic,Petrol,79000,2500,2014
Mazda,Demio,Automatic,Petrol,48000,1300,2013
Nissan,Note,Automatic,Petrol,63000,1200,2013
Toyota,Auris,Automatic,Petrol,49000,1500,2013
Toyota,Axio,Automatic,Petrol,106000,1500,2013
Subaru,Impreza,Automatic,Petrol,39000,1600,2013
Honda,Stepwagon,Automatic,Petrol,108000,1990,2013
Nissan,Note,Automatic,Petrol,99000,1200,2013
Honda,Cr-v,Automatic,Petrol,92000,2400,2008
Toyota,Rush,Automatic,Petrol,78271,1500,2012
Toyota,Vanguard,Automatic,Petrol,60000,2400,2012
Mitsubishi,Pajero,Automatic,Diesel,67153,3000,2013
Nissan,Juke,Automatic,Petrol,50000,1600,2013
Nissan,Note,Automatic,Petrol,80000,1200,2013
Bmw,X5,Automatic,Petrol,83759,3000,2008
Toyota,Fielder,Automatic,Petrol,50000,1796,2014
Volkswagen,Golf,Automatic,Petrol,56000,1400,2013
